"행정구역별","성별","연령별","항목","단위","2015 년",
"진도군","여자","75~79","안 받았음(미취학 포함)","","925",
"진도군","여자","80~84","내국인(60세 이상)-계","","999",
"진도군","여자","80~84","초등학교","","228",
"진도군","여자","80~84","중학교","","11",
"진도군","여자","80~84","고등학교","","4",
"진도군","여자","80~84","대학(4년제 미만)","","",
"진도군","여자","80~84","대학교(4년제 이상)","","",
"진도군","여자","80~84","대학원 이상","","",
"진도군","여자","80~84","안 받았음(미취학 포함)","","756",
"진도군","여자","85세 이상","내국인(60세 이상)-계","","666",
"진도군","여자","85세 이상","초등학교","","66",
"진도군","여자","85세 이상","중학교","","10",
"진도군","여자","85세 이상","고등학교","","1",
"진도군","여자","85세 이상","대학(4년제 미만)","","1",
"진도군","여자","85세 이상","대학교(4년제 이상)","","",
"진도군","여자","85세 이상","대학원 이상","","",
"진도군","여자","85세 이상","안 받았음(미취학 포함)","","588",
"신안군","계","합계","내국인(60세 이상)-계","","15370",
"신안군","계","합계","초등학교","","6690",
"신안군","계","합계","중학교","","2473",
"신안군","계","합계","고등학교","","1437",
"신안군","계","합계","대학(4년제 미만)","","75",
"신안군","계","합계","대학교(4년제 이상)","","181",
"신안군","계","합계","대학원 이상","","32",
"신안군","계","합계","안 받았음(미취학 포함)","","4482",
"신안군","계","60~64","내국인(60세 이상)-계","","3021",
"신안군","계","60~64","초등학교","","1221",
"신안군","계","60~64","중학교","","864",
"신안군","계","60~64","고등학교","","621",
"신안군","계","60~64","대학(4년제 미만)","","33",
"신안군","계","60~64","대학교(4년제 이상)","","92",
"신안군","계","60~64","대학원 이상","","20",
"신안군","계","60~64","안 받았음(미취학 포함)","","170",
"신안군","계","65~69","내국인(60세 이상)-계","","3027",
"신안군","계","65~69","초등학교","","1566",
"신안군","계","65~69","중학교","","672",
"신안군","계","65~69","고등학교","","346",
"신안군","계","65~69","대학(4년제 미만)","","19",
"신안군","계","65~69","대학교(4년제 이상)","","30",
"신안군","계","65~69","대학원 이상","","9",
"신안군","계","65~69","안 받았음(미취학 포함)","","385",
"신안군","계","70~74","내국인(60세 이상)-계","","3429",
"신안군","계","70~74","초등학교","","1705",
"신안군","계","70~74","중학교","","505",
"신안군","계","70~74","고등학교","","230",
"신안군","계","70~74","대학(4년제 미만)","","13",
"신안군","계","70~74","대학교(4년제 이상)","","26",
"신안군","계","70~74","대학원 이상","","1",
"신안군","계","70~74","안 받았음(미취학 포함)","","949",
"신안군","계","75~79","내국인(60세 이상)-계","","3146",
"신안군","계","75~79","초등학교","","1373",
"신안군","계","75~79","중학교","","262",
"신안군","계","75~79","고등학교","","160",
"신안군","계","75~79","대학(4년제 미만)","","4",
"신안군","계","75~79","대학교(4년제 이상)","","23",
"신안군","계","75~79","대학원 이상","","",
"신안군","계","75~79","안 받았음(미취학 포함)","","1324",
"신안군","계","80~84","내국인(60세 이상)-계","","1749",
"신안군","계","80~84","초등학교","","578",
"신안군","계","80~84","중학교","","122",
"신안군","계","80~84","고등학교","","60",
"신안군","계","80~84","대학(4년제 미만)","","5",
"신안군","계","80~84","대학교(4년제 이상)","","8",
"신안군","계","80~84","대학원 이상","","1",
"신안군","계","80~84","안 받았음(미취학 포함)","","975",
"신안군","계","85세 이상","내국인(60세 이상)-계","","998",
"신안군","계","85세 이상","초등학교","","247",
"신안군","계","85세 이상","중학교","","48",
"신안군","계","85세 이상","고등학교","","20",
"신안군","계","85세 이상","대학(4년제 미만)","","1",
"신안군","계","85세 이상","대학교(4년제 이상)","","2",
"신안군","계","85세 이상","대학원 이상","","1",
"신안군","계","85세 이상","안 받았음(미취학 포함)","","679",
"신안군","남자","합계","내국인(60세 이상)-계","","6566",
"신안군","남자","합계","초등학교","","2780",
"신안군","남자","합계","중학교","","1755",
"신안군","남자","합계","고등학교","","1182",
"신안군","남자","합계","대학(4년제 미만)","","64",
"신안군","남자","합계","대학교(4년제 이상)","","135",
"신안군","남자","합계","대학원 이상","","29",
"신안군","남자","합계","안 받았음(미취학 포함)","","621",
"신안군","남자","60~64","내국인(60세 이상)-계","","1554",
"신안군","남자","60~64","초등학교","","436",
"신안군","남자","60~64","중학교","","492",
"신안군","남자","60~64","고등학교","","472",
"신안군","남자","60~64","대학(4년제 미만)","","30",
"신안군","남자","60~64","대학교(4년제 이상)","","61",
"신안군","남자","60~64","대학원 이상","","18",
"신안군","남자","60~64","안 받았음(미취학 포함)","","45",
"신안군","남자","65~69","내국인(60세 이상)-계","","1589",
"신안군","남자","65~69","초등학교","","666",
"신안군","남자","65~69","중학교","","505",
"신안군","남자","65~69","고등학교","","296",
"신안군","남자","65~69","대학(4년제 미만)","","16",
"신안군","남자","65~69","대학교(4년제 이상)","","21",
"신안군","남자","65~69","대학원 이상","","9",
"신안군","남자","65~69","안 받았음(미취학 포함)","","76",
"신안군","남자","70~74","내국인(60세 이상)-계","","1557",
"신안군","남자","70~74","초등학교","","748",
"신안군","남자","70~74","중학교","","416",
"신안군","남자","70~74","고등학교","","206",
"신안군","남자","70~74","대학(4년제 미만)","","9",
"신안군","남자","70~74","대학교(4년제 이상)","","25",
"신안군","남자","70~74","대학원 이상","","1",
"신안군","남자","70~74","안 받았음(미취학 포함)","","152",
"신안군","남자","75~79","내국인(60세 이상)-계","","1137",
"신안군","남자","75~79","초등학교","","584",
"신안군","남자","75~79","중학교","","221",
"신안군","남자","75~79","고등학교","","137",
"신안군","남자","75~79","대학(4년제 미만)","","3",
"신안군","남자","75~79","대학교(4년제 이상)","","18",
"신안군","남자","75~79","대학원 이상","","",
"신안군","남자","75~79","안 받았음(미취학 포함)","","174",
"신안군","남자","80~84","내국인(60세 이상)-계","","509",
"신안군","남자","80~84","초등학교","","231",
"신안군","남자","80~84","중학교","","90",
"신안군","남자","80~84","고등학교","","60",
"신안군","남자","80~84","대학(4년제 미만)","","5",
"신안군","남자","80~84","대학교(4년제 이상)","","8",
"신안군","남자","80~84","대학원 이상","","",
"신안군","남자","80~84","안 받았음(미취학 포함)","","115",
"신안군","남자","85세 이상","내국인(60세 이상)-계","","220",
"신안군","남자","85세 이상","초등학교","","115",
"신안군","남자","85세 이상","중학교","","31",
"신안군","남자","85세 이상","고등학교","","11",
"신안군","남자","85세 이상","대학(4년제 미만)","","1",
"신안군","남자","85세 이상","대학교(4년제 이상)","","2",
"신안군","남자","85세 이상","대학원 이상","","1",
"신안군","남자","85세 이상","안 받았음(미취학 포함)","","59",
"신안군","여자","합계","내국인(60세 이상)-계","","8804",
"신안군","여자","합계","초등학교","","3910",
"신안군","여자","합계","중학교","","718",
"신안군","여자","합계","고등학교","","255",
"신안군","여자","합계","대학(4년제 미만)","","11",
"신안군","여자","합계","대학교(4년제 이상)","","46",
"신안군","여자","합계","대학원 이상","","3",
"신안군","여자","합계","안 받았음(미취학 포함)","","3861",
"신안군","여자","60~64","내국인(60세 이상)-계","","1467",
"신안군","여자","60~64","초등학교","","785",
"신안군","여자","60~64","중학교","","372",
"신안군","여자","60~64","고등학교","","149",
"신안군","여자","60~64","대학(4년제 미만)","","3",
"신안군","여자","60~64","대학교(4년제 이상)","","31",
"신안군","여자","60~64","대학원 이상","","2",
"신안군","여자","60~64","안 받았음(미취학 포함)","","125",
"신안군","여자","65~69","내국인(60세 이상)-계","","1438",
"신안군","여자","65~69","초등학교","","900",
"신안군","여자","65~69","중학교","","167",
"신안군","여자","65~69","고등학교","","50",
"신안군","여자","65~69","대학(4년제 미만)","","3",
"신안군","여자","65~69","대학교(4년제 이상)","","9",
"신안군","여자","65~69","대학원 이상","","",
"신안군","여자","65~69","안 받았음(미취학 포함)","","309",
"신안군","여자","70~74","내국인(60세 이상)-계","","1872",
"신안군","여자","70~74","초등학교","","957",
"신안군","여자","70~74","중학교","","89",
"신안군","여자","70~74","고등학교","","24",
"신안군","여자","70~74","대학(4년제 미만)","","4",
"신안군","여자","70~74","대학교(4년제 이상)","","1",
"신안군","여자","70~74","대학원 이상","","",
"신안군","여자","70~74","안 받았음(미취학 포함)","","797",
"신안군","여자","75~79","내국인(60세 이상)-계","","2009",
"신안군","여자","75~79","초등학교","","789",
"신안군","여자","75~79","중학교","","41",
"신안군","여자","75~79","고등학교","","23",
"신안군","여자","75~79","대학(4년제 미만)","","1",
"신안군","여자","75~79","대학교(4년제 이상)","","5",
"신안군","여자","75~79","대학원 이상","","",
"신안군","여자","75~79","안 받았음(미취학 포함)","","1150",
"신안군","여자","80~84","내국인(60세 이상)-계","","1240",
"신안군","여자","80~84","초등학교","","347",
"신안군","여자","80~84","중학교","","32",
"신안군","여자","80~84","고등학교","","",
"신안군","여자","80~84","대학(4년제 미만)","","",
"신안군","여자","80~84","대학교(4년제 이상)","","",
"신안군","여자","80~84","대학원 이상","","1",
"신안군","여자","80~84","안 받았음(미취학 포함)","","860",
"신안군","여자","85세 이상","내국인(60세 이상)-계","","778",
"신안군","여자","85세 이상","초등학교","","132",
"신안군","여자","85세 이상","중학교","","17",
"신안군","여자","85세 이상","고등학교","","9",
"신안군","여자","85세 이상","대학(4년제 미만)","","",
"신안군","여자","85세 이상","대학교(4년제 이상)","","",
"신안군","여자","85세 이상","대학원 이상","","",
"신안군","여자","85세 이상","안 받았음(미취학 포함)","","620",
"경상북도","계","합계","내국인(60세 이상)-계","","634698",
"경상북도","계","합계","초등학교","","252231",
"경상북도","계","합계","중학교","","113339",
"경상북도","계","합계","고등학교","","105626",
"경상북도","계","합계","대학(4년제 미만)","","10733",
"경상북도","계","합계","대학교(4년제 이상)","","23422",
"경상북도","계","합계","대학원 이상","","5583",
"경상북도","계","합계","안 받았음(미취학 포함)","","123764",
"경상북도","계","60~64","내국인(60세 이상)-계","","169745",
"경상북도","계","60~64","초등학교","","51902",
"경상북도","계","60~64","중학교","","45551",
"경상북도","계","60~64","고등학교","","49392",
"경상북도","계","60~64","대학(4년제 미만)","","5745",
"경상북도","계","60~64","대학교(4년제 이상)","","9792",
"경상북도","계","60~64","대학원 이상","","3037",
"경상북도","계","60~64","안 받았음(미취학 포함)","","4326",
"경상북도","계","65~69","내국인(60세 이상)-계","","130646",
"경상북도","계","65~69","초등학교","","54770",
"경상북도","계","65~69","중학교","","30164",
"경상북도","계","65~69","고등학교","","26993",
"경상북도","계","65~69","대학(4년제 미만)","","2741",
"경상북도","계","65~69","대학교(4년제 이상)","","5930",
"경상북도","계","65~69","대학원 이상","","1511",
"경상북도","계","65~69","안 받았음(미취학 포함)","","8537",
"경상북도","계","70~74","내국인(60세 이상)-계","","121144",
"경상북도","계","70~74","초등학교","","59661",
"경상북도","계","70~74","중학교","","20274",
"경상북도","계","70~74","고등학교","","14249",
"경상북도","계","70~74","대학(4년제 미만)","","1119",
"경상북도","계","70~74","대학교(4년제 이상)","","3673",
"경상북도","계","70~74","대학원 이상","","599",
"경상북도","계","70~74","안 받았음(미취학 포함)","","21569",
"경상북도","계","75~79","내국인(60세 이상)-계","","105162",
"경상북도","계","75~79","초등학교","","48206",
"경상북도","계","75~79","중학교","","11371",
"경상북도","계","75~79","고등학교","","9703",
"경상북도","계","75~79","대학(4년제 미만)","","628",
"경상북도","계","75~79","대학교(4년제 이상)","","2375",
"경상북도","계","75~79","대학원 이상","","301",
"경상북도","계","75~79","안 받았음(미취학 포함)","","32578",
"경상북도","계","80~84","내국인(60세 이상)-계","","66135",
"경상북도","계","80~84","초등학교","","25978",
"경상북도","계","80~84","중학교","","4290",
"경상북도","계","80~84","고등학교","","4057",
"경상북도","계","80~84","대학(4년제 미만)","","368",
"경상북도","계","80~84","대학교(4년제 이상)","","1266",
"경상북도","계","80~84","대학원 이상","","108",
"경상북도","계","80~84","안 받았음(미취학 포함)","","30068",
"경상북도","계","85세 이상","내국인(60세 이상)-계","","41866",
"경상북도","계","85세 이상","초등학교","","11714",
"경상북도","계","85세 이상","중학교","","1689",
"경상북도","계","85세 이상","고등학교","","1232",
"경상북도","계","85세 이상","대학(4년제 미만)","","132",
"경상북도","계","85세 이상","대학교(4년제 이상)","","386",
"경상북도","계","85세 이상","대학원 이상","","27",
"경상북도","계","85세 이상","안 받았음(미취학 포함)","","26686",
"경상북도","남자","합계","내국인(60세 이상)-계","","270643",
"경상북도","남자","합계","초등학교","","87856",
"경상북도","남자","합계","중학교","","60325",
"경상북도","남자","합계","고등학교","","71647",
"경상북도","남자","합계","대학(4년제 미만)","","7842",
"경상북도","남자","합계","대학교(4년제 이상)","","18635",
"경상북도","남자","합계","대학원 이상","","4783",
"경상북도","남자","합계","안 받았음(미취학 포함)","","19555",
"경상북도","남자","60~64","내국인(60세 이상)-계","","82689",
"경상북도","남자","60~64","초등학교","","16424",
"경상북도","남자","60~64","중학교","","20397",
"경상북도","남자","60~64","고등학교","","30808",
"경상북도","남자","60~64","대학(4년제 미만)","","4055",
"경상북도","남자","60~64","대학교(4년제 이상)","","7326",
"경상북도","남자","60~64","대학원 이상","","2498",
"경상북도","남자","60~64","안 받았음(미취학 포함)","","1181",
"경상북도","남자","65~69","내국인(60세 이상)-계","","63430",
"경상북도","남자","65~69","초등학교","","18518",
"경상북도","남자","65~69","중학교","","16357",
"경상북도","남자","65~69","고등학교","","18786",
"경상북도","남자","65~69","대학(4년제 미만)","","1962",
"경상북도","남자","65~69","대학교(4년제 이상)","","4669",
"경상북도","남자","65~69","대학원 이상","","1322",
"경상북도","남자","65~69","안 받았음(미취학 포함)","","1816",
"경상북도","남자","70~74","내국인(60세 이상)-계","","52347",
"경상북도","남자","70~74","초등학교","","21458",
"경상북도","남자","70~74","중학교","","12503",
"경상북도","남자","70~74","고등학교","","10400",
"경상북도","남자","70~74","대학(4년제 미만)","","890",
"경상북도","남자","70~74","대학교(4년제 이상)","","3082",
"경상북도","남자","70~74","대학원 이상","","547",
"경상북도","남자","70~74","안 받았음(미취학 포함)","","3467",
"경상북도","남자","75~79","내국인(60세 이상)-계","","40383",
"경상북도","남자","75~79","초등학교","","17379",
"경상북도","남자","75~79","중학교","","7369",
"경상북도","남자","75~79","고등학교","","7645",
"경상북도","남자","75~79","대학(4년제 미만)","","549",
"경상북도","남자","75~79","대학교(4년제 이상)","","2116",
"경상북도","남자","75~79","대학원 이상","","288",
"경상북도","남자","75~79","안 받았음(미취학 포함)","","5037",
"경상북도","남자","80~84","내국인(60세 이상)-계","","21612",
"경상북도","남자","80~84","초등학교","","9684",
"경상북도","남자","80~84","중학교","","2646",
"경상북도","남자","80~84","고등학교","","3291",
"경상북도","남자","80~84","대학(4년제 미만)","","315",
"경상북도","남자","80~84","대학교(4년제 이상)","","1168",
"경상북도","남자","80~84","대학원 이상","","104",
"경상북도","남자","80~84","안 받았음(미취학 포함)","","4404",
"경상북도","남자","85세 이상","내국인(60세 이상)-계","","10182",
"경상북도","남자","85세 이상","초등학교","","4393",
"경상북도","남자","85세 이상","중학교","","1053",
"경상북도","남자","85세 이상","고등학교","","717",
"경상북도","남자","85세 이상","대학(4년제 미만)","","71",
"경상북도","남자","85세 이상","대학교(4년제 이상)","","274",
"경상북도","남자","85세 이상","대학원 이상","","24",
"경상북도","남자","85세 이상","안 받았음(미취학 포함)","","3650",
"경상북도","여자","합계","내국인(60세 이상)-계","","364055",
"경상북도","여자","합계","초등학교","","164375",
"경상북도","여자","합계","중학교","","53014",
"경상북도","여자","합계","고등학교","","33979",
"경상북도","여자","합계","대학(4년제 미만)","","2891",
"경상북도","여자","합계","대학교(4년제 이상)","","4787",
"경상북도","여자","합계","대학원 이상","","800",
"경상북도","여자","합계","안 받았음(미취학 포함)","","104209",
"경상북도","여자","60~64","내국인(60세 이상)-계","","87056",
"경상북도","여자","60~64","초등학교","","35478",
"경상북도","여자","60~64","중학교","","25154",
"경상북도","여자","60~64","고등학교","","18584",
"경상북도","여자","60~64","대학(4년제 미만)","","1690",
"경상북도","여자","60~64","대학교(4년제 이상)","","2466",
"경상북도","여자","60~64","대학원 이상","","539",
"경상북도","여자","60~64","안 받았음(미취학 포함)","","3145",
"경상북도","여자","65~69","내국인(60세 이상)-계","","67216",
"경상북도","여자","65~69","초등학교","","36252",
"경상북도","여자","65~69","중학교","","13807",
"경상북도","여자","65~69","고등학교","","8207",
"경상북도","여자","65~69","대학(4년제 미만)","","779",
"경상북도","여자","65~69","대학교(4년제 이상)","","1261",
"경상북도","여자","65~69","대학원 이상","","189",
"경상북도","여자","65~69","안 받았음(미취학 포함)","","6721",
"경상북도","여자","70~74","내국인(60세 이상)-계","","68797",
"경상북도","여자","70~74","초등학교","","38203",
"경상북도","여자","70~74","중학교","","7771",
"경상북도","여자","70~74","고등학교","","3849",
"경상북도","여자","70~74","대학(4년제 미만)","","229",
"경상북도","여자","70~74","대학교(4년제 이상)","","591",
"경상북도","여자","70~74","대학원 이상","","52",
"경상북도","여자","70~74","안 받았음(미취학 포함)","","18102",
"경상북도","여자","75~79","내국인(60세 이상)-계","","64779",
"경상북도","여자","75~79","초등학교","","30827",
"경상북도","여자","75~79","중학교","","4002",
"경상북도","여자","75~79","고등학교","","2058",
"경상북도","여자","75~79","대학(4년제 미만)","","79",
"경상북도","여자","75~79","대학교(4년제 이상)","","259",
"경상북도","여자","75~79","대학원 이상","","13",
"경상북도","여자","75~79","안 받았음(미취학 포함)","","27541",
"경상북도","여자","80~84","내국인(60세 이상)-계","","44523",
"경상북도","여자","80~84","초등학교","","16294",
"경상북도","여자","80~84","중학교","","1644",
"경상북도","여자","80~84","고등학교","","766",
"경상북도","여자","80~84","대학(4년제 미만)","","53",
"경상북도","여자","80~84","대학교(4년제 이상)","","98",
"경상북도","여자","80~84","대학원 이상","","4",
"경상북도","여자","80~84","안 받았음(미취학 포함)","","25664",
"경상북도","여자","85세 이상","내국인(60세 이상)-계","","31684",
"경상북도","여자","85세 이상","초등학교","","7321",
"경상북도","여자","85세 이상","중학교","","636",
"경상북도","여자","85세 이상","고등학교","","515",
"경상북도","여자","85세 이상","대학(4년제 미만)","","61",
"경상북도","여자","85세 이상","대학교(4년제 이상)","","112",
"경상북도","여자","85세 이상","대학원 이상","","3",
"경상북도","여자","85세 이상","안 받았음(미취학 포함)","","23036",
"동부","계","합계","내국인(60세 이상)-계","","236163",
"동부","계","합계","초등학교","","81224",
"동부","계","합계","중학교","","47806",
"동부","계","합계","고등학교","","54293",
"동부","계","합계","대학(4년제 미만)","","6101",
"동부","계","합계","대학교(4년제 이상)","","13449",
"동부","계","합계","대학원 이상","","3279",
"동부","계","합계","안 받았음(미취학 포함)","","30011",
"동부","계","60~64","내국인(60세 이상)-계","","76922",
"동부","계","60~64","초등학교","","18175",
"동부","계","60~64","중학교","","20045",
"동부","계","60~64","고등학교","","26457",
"동부","계","60~64","대학(4년제 미만)","","3446",
"동부","계","60~64","대학교(4년제 이상)","","5718",
"동부","계","60~64","대학원 이상","","1824",
"동부","계","60~64","안 받았음(미취학 포함)","","1257",
"동부","계","65~69","내국인(60세 이상)-계","","53988",
"동부","계","65~69","초등학교","","18486",
"동부","계","65~69","중학교","","13041",
"동부","계","65~69","고등학교","","14096",
"동부","계","65~69","대학(4년제 미만)","","1564",
"동부","계","65~69","대학교(4년제 이상)","","3513",
"동부","계","65~69","대학원 이상","","878",
"동부","계","65~69","안 받았음(미취학 포함)","","2410",
"동부","계","70~74","내국인(60세 이상)-계","","42374",
"동부","계","70~74","초등학교","","18547",
"동부","계","70~74","중학교","","8321",
"동부","계","70~74","고등학교","","7083",
"동부","계","70~74","대학(4년제 미만)","","609",
"동부","계","70~74","대학교(4년제 이상)","","2007",
"동부","계","70~74","대학원 이상","","359",
"동부","계","70~74","안 받았음(미취학 포함)","","5448",
"동부","계","75~79","내국인(60세 이상)-계","","31905",
"동부","계","75~79","초등학교","","14101",
"동부","계","75~79","중학교","","4157",
"동부","계","75~79","고등학교","","4396",
"동부","계","75~79","대학(4년제 미만)","","297",
"동부","계","75~79","대학교(4년제 이상)","","1316",
"동부","계","75~79","대학원 이상","","140",
"동부","계","75~79","안 받았음(미취학 포함)","","7498",
"동부","계","80~84","내국인(60세 이상)-계","","19088",
"동부","계","80~84","초등학교","","8112",
"동부","계","80~84","중학교","","1580",
"동부","계","80~84","고등학교","","1719",
"동부","계","80~84","대학(4년제 미만)","","144",
"동부","계","80~84","대학교(4년제 이상)","","696",
"동부","계","80~84","대학원 이상","","61",
"동부","계","80~84","안 받았음(미취학 포함)","","6776",
"동부","계","85세 이상","내국인(60세 이상)-계","","11886",
"동부","계","85세 이상","초등학교","","3803",
"동부","계","85세 이상","중학교","","662",
"동부","계","85세 이상","고등학교","","542",
"동부","계","85세 이상","대학(4년제 미만)","","41",
"동부","계","85세 이상","대학교(4년제 이상)","","199",
"동부","계","85세 이상","대학원 이상","","17",
"동부","계","85세 이상","안 받았음(미취학 포함)","","6622",
"동부","남자","합계","내국인(60세 이상)-계","","103475",
"동부","남자","합계","초등학교","","24338",
"동부","남자","합계","중학교","","22364",
"동부","남자","합계","고등학교","","34611",
"동부","남자","합계","대학(4년제 미만)","","4438",
"동부","남자","합계","대학교(4년제 이상)","","10607",
"동부","남자","합계","대학원 이상","","2769",
"동부","남자","합계","안 받았음(미취학 포함)","","4348",
"동부","남자","60~64","내국인(60세 이상)-계","","37028",
"동부","남자","60~64","초등학교","","5026",
"동부","남자","60~64","중학교","","7905",
"동부","남자","60~64","고등학교","","15757",
"동부","남자","60~64","대학(4년제 미만)","","2365",
"동부","남자","60~64","대학교(4년제 이상)","","4233",
"동부","남자","60~64","대학원 이상","","1475",
"동부","남자","60~64","안 받았음(미취학 포함)","","267",
"동부","남자","65~69","내국인(60세 이상)-계","","26529",
"동부","남자","65~69","초등학교","","5711",
"동부","남자","65~69","중학교","","6386",
"동부","남자","65~69","고등학교","","9306",
"동부","남자","65~69","대학(4년제 미만)","","1160",
"동부","남자","65~69","대학교(4년제 이상)","","2726",
"동부","남자","65~69","대학원 이상","","752",
"동부","남자","65~69","안 받았음(미취학 포함)","","488",
"동부","남자","70~74","내국인(60세 이상)-계","","18593",
"동부","남자","70~74","초등학교","","5899",
"동부","남자","70~74","중학교","","4614",
"동부","남자","70~74","고등학교","","4734",
"동부","남자","70~74","대학(4년제 미만)","","486",
"동부","남자","70~74","대학교(4년제 이상)","","1664",
"동부","남자","70~74","대학원 이상","","326",
"동부","남자","70~74","안 받았음(미취학 포함)","","870",
"동부","남자","75~79","내국인(60세 이상)-계","","12415",
"동부","남자","75~79","초등학교","","4172",
"동부","남자","75~79","중학교","","2276",
"동부","남자","75~79","고등학교","","3211",
"동부","남자","75~79","대학(4년제 미만)","","275",
"동부","남자","75~79","대학교(4년제 이상)","","1182",
"동부","남자","75~79","대학원 이상","","139",
"동부","남자","75~79","안 받았음(미취학 포함)","","1160",
"동부","남자","80~84","내국인(60세 이상)-계","","6205",
"동부","남자","80~84","초등학교","","2413",
"동부","남자","80~84","중학교","","790",
"동부","남자","80~84","고등학교","","1298",
"동부","남자","80~84","대학(4년제 미만)","","133",
"동부","남자","80~84","대학교(4년제 이상)","","650",
"동부","남자","80~84","대학원 이상","","61",
"동부","남자","80~84","안 받았음(미취학 포함)","","860",
"동부","남자","85세 이상","내국인(60세 이상)-계","","2705",
"동부","남자","85세 이상","초등학교","","1117",
"동부","남자","85세 이상","중학교","","393",
"동부","남자","85세 이상","고등학교","","305",
"동부","남자","85세 이상","대학(4년제 미만)","","19",
"동부","남자","85세 이상","대학교(4년제 이상)","","152",
"동부","남자","85세 이상","대학원 이상","","16",
"동부","남자","85세 이상","안 받았음(미취학 포함)","","703",
"동부","여자","합계","내국인(60세 이상)-계","","132688",
"동부","여자","합계","초등학교","","56886",
"동부","여자","합계","중학교","","25442",
"동부","여자","합계","고등학교","","19682",
"동부","여자","합계","대학(4년제 미만)","","1663",
"동부","여자","합계","대학교(4년제 이상)","","2842",
"동부","여자","합계","대학원 이상","","510",
"동부","여자","합계","안 받았음(미취학 포함)","","25663",
"동부","여자","60~64","내국인(60세 이상)-계","","39894",
"동부","여자","60~64","초등학교","","13149",
"동부","여자","60~64","중학교","","12140",
"동부","여자","60~64","고등학교","","10700",
"동부","여자","60~64","대학(4년제 미만)","","1081",
"동부","여자","60~64","대학교(4년제 이상)","","1485",
"동부","여자","60~64","대학원 이상","","349",
"동부","여자","60~64","안 받았음(미취학 포함)","","990",
"동부","여자","65~69","내국인(60세 이상)-계","","27459",
"동부","여자","65~69","초등학교","","12775",
"동부","여자","65~69","중학교","","6655",
"동부","여자","65~69","고등학교","","4790",
"동부","여자","65~69","대학(4년제 미만)","","404",
"동부","여자","65~69","대학교(4년제 이상)","","787",
"동부","여자","65~69","대학원 이상","","126",
"동부","여자","65~69","안 받았음(미취학 포함)","","1922",
"동부","여자","70~74","내국인(60세 이상)-계","","23781",
"동부","여자","70~74","초등학교","","12648",
"동부","여자","70~74","중학교","","3707",
"동부","여자","70~74","고등학교","","2349",
"동부","여자","70~74","대학(4년제 미만)","","123",
"동부","여자","70~74","대학교(4년제 이상)","","343",
"동부","여자","70~74","대학원 이상","","33",
"동부","여자","70~74","안 받았음(미취학 포함)","","4578",
"동부","여자","75~79","내국인(60세 이상)-계","","19490",
"동부","여자","75~79","초등학교","","9929",
"동부","여자","75~79","중학교","","1881",
"동부","여자","75~79","고등학교","","1185",
"동부","여자","75~79","대학(4년제 미만)","","22",
"동부","여자","75~79","대학교(4년제 이상)","","134",
"동부","여자","75~79","대학원 이상","","1",
"동부","여자","75~79","안 받았음(미취학 포함)","","6338",
"동부","여자","80~84","내국인(60세 이상)-계","","12883",
"동부","여자","80~84","초등학교","","5699",
"동부","여자","80~84","중학교","","790",
"동부","여자","80~84","고등학교","","421",
"동부","여자","80~84","대학(4년제 미만)","","11",
"동부","여자","80~84","대학교(4년제 이상)","","46",
"동부","여자","80~84","대학원 이상","","",
"동부","여자","80~84","안 받았음(미취학 포함)","","5916",
"동부","여자","85세 이상","내국인(60세 이상)-계","","9181",
"동부","여자","85세 이상","초등학교","","2686",
"동부","여자","85세 이상","중학교","","269",
"동부","여자","85세 이상","고등학교","","237",
"동부","여자","85세 이상","대학(4년제 미만)","","22",
"동부","여자","85세 이상","대학교(4년제 이상)","","47",
"동부","여자","85세 이상","대학원 이상","","1",
"동부","여자","85세 이상","안 받았음(미취학 포함)","","5919",
"읍부","계","합계","내국인(60세 이상)-계","","132215",
"읍부","계","합계","초등학교","","53419",
"읍부","계","합계","중학교","","24863",
"읍부","계","합계","고등학교","","21704",
"읍부","계","합계","대학(4년제 미만)","","1971",
"읍부","계","합계","대학교(4년제 이상)","","3910",
"읍부","계","합계","대학원 이상","","873",
"읍부","계","합계","안 받았음(미취학 포함)","","25475",
"읍부","계","60~64","내국인(60세 이상)-계","","34943",
"읍부","계","60~64","초등학교","","10864",
"읍부","계","60~64","중학교","","9730",
"읍부","계","60~64","고등학교","","10182",
"읍부","계","60~64","대학(4년제 미만)","","1024",
"읍부","계","60~64","대학교(4년제 이상)","","1650",
"읍부","계","60~64","대학원 이상","","458",
"읍부","계","60~64","안 받았음(미취학 포함)","","1035",
"읍부","계","65~69","내국인(60세 이상)-계","","27338",
"읍부","계","65~69","초등학교","","11651",
"읍부","계","65~69","중학교","","6753",
"읍부","계","65~69","고등학교","","5348",
"읍부","계","65~69","대학(4년제 미만)","","500",
"읍부","계","65~69","대학교(4년제 이상)","","874",
"읍부","계","65~69","대학원 이상","","247",
"읍부","계","65~69","안 받았음(미취학 포함)","","1965",
"읍부","계","70~74","내국인(60세 이상)-계","","25227",
"읍부","계","70~74","초등학교","","12717",
"읍부","계","70~74","중학교","","4244",
"읍부","계","70~74","고등학교","","2817",
"읍부","계","70~74","대학(4년제 미만)","","205",
"읍부","계","70~74","대학교(4년제 이상)","","621",
"읍부","계","70~74","대학원 이상","","97",
"읍부","계","70~74","안 받았음(미취학 포함)","","4526",
"읍부","계","75~79","내국인(60세 이상)-계","","22330",
"읍부","계","75~79","초등학교","","10388",
