"상반기","강원","철원군",합계,259,105,42,1,111,2
"상반기","강원","철원군",남자,147,57,20,1,69,2
"상반기","강원","철원군",여자,112,48,22,-,42,-
"상반기","강원","화천군",합계,159,51,35,1,72,-
"상반기","강원","화천군",남자,95,29,24,1,41,-
"상반기","강원","화천군",여자,64,22,11,-,31,-
"상반기","강원","양구군",합계,146,56,27,-,63,1
"상반기","강원","양구군",남자,90,37,12,-,41,1
"상반기","강원","양구군",여자,56,19,15,-,22,-
"상반기","강원","인제군",합계,171,64,19,-,88,1
"상반기","강원","인제군",남자,90,33,8,-,49,1
"상반기","강원","인제군",여자,81,31,11,-,39,-
"상반기","강원","고성군",합계,223,87,14,3,119,-
"상반기","강원","고성군",남자,138,50,11,2,75,-
"상반기","강원","고성군",여자,85,37,3,1,44,-
"상반기","강원","양양군",합계,288,89,15,1,183,4
"상반기","강원","양양군",남자,176,48,11,1,116,3
"상반기","강원","양양군",여자,112,41,4,-,67,1
"상반기","충북","소계",합계,9931,4561,903,63,4404,35
"상반기","충북","소계",남자,5460,2321,544,40,2555,28
"상반기","충북","소계",여자,4471,2240,359,23,1849,7
"상반기","충북","청주시상당구",합계,938,483,61,12,382,1
"상반기","충북","청주시상당구",남자,522,251,37,6,228,1
"상반기","충북","청주시상당구",여자,416,232,24,6,154,-
"상반기","충북","청주시서원구",합계,1236,619,57,10,550,1
"상반기","충북","청주시서원구",남자,628,288,36,7,297,1
"상반기","충북","청주시서원구",여자,608,331,21,3,253,-
"상반기","충북","청주시흥덕구",합계,1469,629,147,9,684,7
"상반기","충북","청주시흥덕구",남자,845,334,99,7,405,6
"상반기","충북","청주시흥덕구",여자,624,295,48,2,279,1
"상반기","충북","청주시청원구",합계,1146,580,82,8,476,2
"상반기","충북","청주시청원구",남자,626,293,48,7,278,2
"상반기","충북","청주시청원구",여자,520,287,34,1,198,-
"상반기","충북","충주시",합계,1285,580,138,2,565,9
"상반기","충북","충주시",남자,692,298,70,-,324,5
"상반기","충북","충주시",여자,593,282,68,2,241,4
"상반기","충북","제천시",합계,1286,460,183,4,639,4
"상반기","충북","제천시",남자,680,233,108,1,338,3
"상반기","충북","제천시",여자,606,227,75,3,301,1
"상반기","충북","보은군",합계,176,64,7,-,105,2
"상반기","충북","보은군",남자,106,34,5,-,67,2
"상반기","충북","보은군",여자,70,30,2,-,38,-
"상반기","충북","옥천군",합계,368,125,27,2,214,3
"상반기","충북","옥천군",남자,217,63,17,1,136,2
"상반기","충북","옥천군",여자,151,62,10,1,78,1
"상반기","충북","영동군",합계,307,93,36,3,175,2
"상반기","충북","영동군",남자,174,38,23,3,110,2
"상반기","충북","영동군",여자,133,55,13,-,65,-
"상반기","충북","증평군",합계,181,114,15,-,52,1
"상반기","충북","증평군",남자,106,64,10,-,32,1
"상반기","충북","증평군",여자,75,50,5,-,20,-
"상반기","충북","진천군",합계,442,308,23,3,108,-
"상반기","충북","진천군",남자,235,153,15,2,65,-
"상반기","충북","진천군",여자,207,155,8,1,43,-
"상반기","충북","괴산군",합계,256,129,12,2,113,-
"상반기","충북","괴산군",남자,135,65,7,-,63,-
"상반기","충북","괴산군",여자,121,64,5,2,50,-
"상반기","충북","음성군",합계,617,290,79,6,242,2
"상반기","충북","음성군",남자,358,157,46,4,151,2
"상반기","충북","음성군",여자,259,133,33,2,91,-
"상반기","충북","단양군",합계,224,87,36,2,99,1
"상반기","충북","단양군",남자,136,50,23,2,61,1
"상반기","충북","단양군",여자,88,37,13,-,38,-
"상반기","충남","소계",합계,13009,6077,1435,152,5345,43
"상반기","충남","소계",남자,7011,3033,871,91,3016,31
"상반기","충남","소계",여자,5998,3044,564,61,2329,12
"상반기","충남","천안시동남구",합계,1558,766,139,20,633,3
"상반기","충남","천안시동남구",남자,820,374,85,11,350,1
"상반기","충남","천안시동남구",여자,738,392,54,9,283,2
"상반기","충남","천안시서북구",합계,2007,1078,112,19,798,8
"상반기","충남","천안시서북구",남자,1095,549,66,12,468,5
