"안양시","남자",266831,254554,12277,1278,1668,761,687,1599,7444,807,1170
"안양시","여자",278649,259657,18992,1358,2008,880,1907,1733,14326,554,1662
"만안구","계",226969,211381,15588,1212,1754,872,1321,1727,10973,634,1456
"만안구","남자",112096,105910,6186,580,873,451,371,796,3800,363,668
"만안구","여자",114873,105471,9402,632,881,421,950,931,7173,271,788
"동안구","계",318511,302830,15681,1424,1922,769,1273,1605,10797,727,1376
"동안구","남자",154735,148644,6091,698,795,310,316,803,3644,444,502
"동안구","여자",163776,154186,9590,726,1127,459,957,802,7153,283,874
"부천시","계",777830,730984,46846,3777,5507,2496,4549,5142,32367,2566,4329
"부천시","남자",381137,361907,19230,1770,2705,1311,1196,2552,11524,1556,1990
"부천시","여자",396693,369077,27616,2007,2802,1185,3353,2590,20843,1010,2339
"원미구","계",405600,383189,22411,1799,2895,1390,2567,2667,15170,1288,2242
"원미구","남자",197656,188409,9247,850,1432,751,692,1251,5487,771,1005
"원미구","여자",207944,194780,13164,949,1463,639,1875,1416,9683,517,1237
"소사구","계",203583,190801,12782,1225,1483,613,1077,1203,8966,723,1069
"소사구","남자",99413,94180,5233,565,725,297,263,616,3187,457,444
"소사구","여자",104170,96621,7549,660,758,316,814,587,5779,266,625
"오정구","계",168647,156994,11653,753,1129,493,905,1272,8231,555,1018
"오정구","남자",84068,79318,4750,355,548,263,241,685,2850,328,541
"오정구","여자",84579,77676,6903,398,581,230,664,587,5381,227,477
"광명시","계",312547,294345,18202,1413,2206,821,1270,1487,12869,949,1494
"광명시","남자",152542,145121,7421,710,1063,442,340,764,4565,581,691
"광명시","여자",160005,149224,10781,703,1143,379,930,723,8304,368,803
"평택시","계",412520,388174,24346,1625,2731,1405,1825,2011,17511,1427,1956
"평택시","남자",208753,198900,9853,910,1346,654,505,945,6349,866,867
